ID,Name,Initial,Description,Comment,Source
30984,*keRiŋ,k,dry,"Also [Kankanaey](LanguageTable#cldf:289) _kigíŋ_ ‘dried, dry, as meat, fish’,  [Kalamian Tagbanwa](LanguageTable#cldf:18285) _kagiŋ_ ‘thoroughly dry’.",
33850,*keRiq,k,sword grass: Imperata cylindrica,This comparison was first proposed by [Verheijen (1984)](Source#cldf:verheijen1984).,verheijen1984
29906,*keRiw,k,hemp plant; hemp,Up to the mid-twentieth century some Formosan aborigines still used hemp to weave clothing.  To prepare it for weaving it was first soaked in water to soften the fibers.,
26726,*keRkeR,k,"shake, tremble",,
26749,*ke(R)lap,k,"flash, shine","With root &ast;[-lap](cf.csv#cldf:Root-29959) ‘flash, sparkle’.",
26727,*keRteŋ,k,"kind of striped or spotted marine fish, grouper: Epinephelus spp.",,
26730,*keRuŋ,k,resounding sound,"With root &ast;[-Ruŋ](cf.csv#cldf:Root-30082)) ‘roar, rumble’.",
31880,*keRut,k,"to gnaw, sound of gnawing on something",Possibly a chance resemblance.,
31731,*kesap,k,"blink, wink","Also [Balinese](LanguageTable#cldf:235) _kesep_ ‘moment’ (cross-referenced to _kejep_ ‘twinkling of an eye, moment’).",
30087,*kese,k,keep to oneself; be different; alone,"This comparison is valuable in showing that CMP and OC languages underwent a period of common development apart from other AN languages, as it contains an innovative mid-front vowel.  The original sense appears to have been ‘keep to oneself’ --- a behavioral trait that was considered aberrant in traditional societies, where survival often depended on sharing and mutual support.  This sense is preserved in several attested OC reflexes, but in [Proto-Polynesian](LanguageTable#cldf:19084) the earlier sense of the unaffixed base seems to have evolved into something closer to ‘different, strange’ (perhaps even ‘untrustworthy’).  While this was certainly a component of the original sense, it was not its primary meaning.  However, the original sense re-emerges in affixed Polynesian forms such as [Samoan](LanguageTable#cldf:401) _faʔa-ese-a_ ‘lonely, isolated’.",
32626,*keseR,k,"strength, vigor, force","Also [Pangasinan](LanguageTable#cldf:920) _kásil_ ‘power, vigor, strength, health’, _ma-ksíl_ ‘strong, forceful; healthy’.  This comparison was first brought to my attention by Daniel Kaufman.",
26731,*kesiŋ,k,laugh,,
26732,*keskes₁,k,"scratch, scrape",,
26733,*keskes₂,k,wrap tightly around,"[Dempwolff's (1934-38)](Source#cldf:dempwolff193438) &ast;_bekes_, &ast;_bu(ŋ)kus_ ‘wrap up, bundle’, together with [Maranao](LanguageTable#cldf:331) _kokos_ ‘cover, wrap’, [Malay](LanguageTable#cldf:326) _biŋkis_ ‘bale, parcel’, _likas_ ‘winder for newly-made thread’, [Javanese](LanguageTable#cldf:285) _likas-an_ ‘reel (for yarn)’, [Balinese](LanguageTable#cldf:235) _likas_ ‘to reel, wind (line, cord)’ suggest a root series &ast;_kas_, &ast;[-kes](cf.csv#cldf:Root-29929), &ast;[-kis₂](cf.csv#cldf:Root-29935), &ast;[-kus](cf.csv#cldf:Root-29953).",dempwolff193438
31931,*ketak,k,"to cluck, or cackle; make a clucking or cackling sound",,
31757,*ketas,k,"to cut, sever","With root [&ast;-tas](cf.csv#cldf:Root-30095) ‘cut through, sever, rip’.",
26734,*keteb,k,to bite,"Possibly with root &ast;[-teb](cf.csv#cldf:Root-30098) ‘prune, graze’.",
31980,*keted,k,large leg muscle,Possibly a chance resemblance.,
31932,*keteg,k,beating of the heart; pulse,,
31937,*ketek,k,sound of dull clucking,Also [Cebuano](LanguageTable#cldf:252) _kuru-kutúk_ ‘sound made by chickens in summoning other chickens’.,
31906,*ketél,k,to pinch off,,
26735,*keteŋ,k,"straighten out, of a limb, etc.","Also [Ilokano](LanguageTable#cldf:279) _kettáŋ_ ‘press down, weigh down -- in order to straighten something crooked’.",
31299,*ketep₁,k,to bite,,
32029,*ketep₂,k,reaping knife; to reap grain,,
31707,*keter,k,"to shiver, quiver","Also [Malay](LanguageTable#cldf:326) _gətar_ ’to quiver’, [Javanese](LanguageTable#cldf:285) _geter_ ‘to shake, tremble’. With root [&ast;-ter](cf.csv#cldf:Root-30107) ‘shiver, tremble’.",
26738,*keti,k,dry up; low tide,,
31834,*ketik,k,snap the fingers; the sound produced by snapping the fingers,"Also [Kambera](LanguageTable#cldf:678) _katiku_ ‘rap, tap, knock’ (< &ast;_katik_). With root [&ast;-tik₂](cf.csv#cldf:Root-30110) 'ticking sound’.",
26736,*ketil,k,pinch off,"Also [Puyuma (Tamalakaw)](LanguageTable#cldf:18964) _hetir_ ‘pinch between the fingers’, [Casiguran Dumagat](LanguageTable#cldf:569) _kítil_ ‘pinch off the tips of leafy vegetables for cooking (with the fingernails or finger tips)’.  [Zorc (1981)](bib-Zorc) gives [PPh](LanguageTable#cldf:19083) &ast;_ketel_ ‘cut off, nip (with fingernails)’.",
26737,*ketiR,k,avoid someone out of fear,"Also [Toba Batak](LanguageTable#cldf:427) _hodir_ ‘fear, be afraid of’.",
31791,*ketket,k,"to bite, gnaw",,
31819,*ketuk,k,"to knock, pound","Also [Tagalog](LanguageTable#cldf:423) _katók_ ‘sharp knock, rap’, _katók_ ‘to knock, to rap’.  With root [&ast;-tuk₂](cf.csv#cldf:Root-30116) ‘knock, pound, beat’.",
29956,*ketun,k,"cut, sever",,
30503,*ketuq,k,"pick, pluck, break off",,
31938,*ketut,k,"flatulence, fart","[Dempwolff (1938)](Source#cldf:dempwolff193438) also included the phonologically irregular form [Malagasy](LanguageTable#cldf:18432) _ketutra_ ‘flatus ventris’, but I am unable to find any such form in [Richardson (1885)](Source#cldf:richardson1885).  With root [ &ast;-tut ](cf.csv#cldf:Root-30122)‘flatulence’.",dempwolff193438;richardson1885
31808,*kezap,k,to flicker,,
31835,*kezat,k,startled,,
26739,*kezem,k,close the eyes,,
31792,*kezeŋ,k,to stand; straighten out,"Also [Balinese](LanguageTable#cldf:235) _kejéŋ_ ’stiff, not flexible (finger or toe)’.",
30895,*kezep,k,"to blink, wink, momentarily close the eye","Also [Maranao](LanguageTable#cldf:331) _kadiap_ ‘blink; moment’ (< [Malay](LanguageTable#cldf:326)), [Bintulu](LanguageTable#cldf:242) _kəjəb_ ‘blinking’, _kəjəb_ ‘to blink’, [Bintulu](LanguageTable#cldf:242) _kəjəm_ ‘to blink’, [Sasak](LanguageTable#cldf:404) _kəjep_ ‘blink the eyes’.  This comparison is imperfect, since the [Cebuano](LanguageTable#cldf:252) form indicates &ast;_kezap kezap_, while the [Kayan](LanguageTable#cldf:294) and [Bintulu](LanguageTable#cldf:242) forms point to &ast;_kezep kezep_. One possible explanation for this discrepancy is borrowing from [Malay](LanguageTable#cldf:326).  However, as the [Maranao](LanguageTable#cldf:331) word shows, [Malay](LanguageTable#cldf:326) loans in Philippine languages normally come from the Brunei dialect, in which &ast;_e_ had already merged with &ast;_a_.  Moreover, as shown below, there is a pattern of reduplicated forms, most of which begin with &ast;_k_, representing the meanings ‘flicker, of flames; blinking, of eyes’ in many languages, thus increasing the probability that _kuráp-kuráp_ and _kəjəp kəjəp_ continue an inherited pattern.



The reduplication in this form is clearly iconic of the repetitive brightening and dimming of a flickering fire, a pattern that is also shown by unrelated forms that use reduplication to express the same meaning, as with [Ilokano](LanguageTable#cldf:279) _ag-kudre-kudrép_ ‘flicker’ (< _kudrép_ ‘dim; overcast; obscure; indistinct’), _ag-patáy-patáy_ ‘flicker’ (< _patáy_ ‘death’), [Bikol](LanguageTable#cldf:244) _kimát-kimát_ ‘flickering, twinkling; shimmering; blinking; twitching’, _mag-kimát-kimát_ ‘to flicker, twinkle; to shimmer; to twitch or blink (the eye)’, [Mansaka](LanguageTable#cldf:825) _kilam-kilam_ ‘to sparkle; to flame; to flash; to glisten’, [Tiruray](LanguageTable#cldf:433) _kemat-kemat_ ‘flickering’, [Kiput](LanguageTable#cldf:18958) _kidəp- kidəp_ ‘to blink (involuntarily); to flicker, of flames’, [Iban](LanguageTable#cldf:276) _kesap-kesap_ ‘blink, winking’, [Malay](LanguageTable#cldf:326) _ter-kelip-kelip_ ‘twinkling; shimmering; blinking’, [Balinese](LanguageTable#cldf:235) _kijap-kijep_ ‘blink the eyes’, [Tae'](LanguageTable#cldf:18947) _maʔ-millo-millo_ ‘to flicker, of a small flame’, etc.  The meanings ‘flicker’ and ‘blink’ are related through the rapid alternation of brightening and dimming, whether at the source of light, or at the source of perception.",
26740,*kezet,k,"jerk, startled","Also [Kapampangan](LanguageTable#cldf:291) _kirút_ ‘surprise (someone)’, [Javanese](LanguageTable#cldf:285) _kejèt_ ‘to twitch in death throes’.",
31796,*kezuC,k,"to jerk suddenly, jump when startled",,
31797,*kezut₂,k,"to pinch, as with the nails","Also [Ilokano](LanguageTable#cldf:279) _kuddót_ ‘to pinch using the nails’,  _kuddut-é_n ‘to pinch between the fingers’, [Pangasinan](LanguageTable#cldf:920) _karót_ ‘to pinch’.",
30929,*ki-,k,"prefixed to a noun means ‘to get, obtain, collect, gather’ (noun)","Also [Thao](LanguageTable#cldf:1062) _kin-_ ‘to pick or gather’ (_fatu_ ‘stone’, _kin-fatu_ ‘to gather stones’, lhuzush ‘plum’, _kin-lhuzush_ ‘to gather plums’, _rusaw_ ‘fish’, _kin-rusaw_ ‘to catch fish’). The Formoan evidence for this affix was first recognized in print by [Zeitoun and Teng (2009)](bib-Zeitoun).",
30930,*ki₁,k,"allative marker: to, toward","Also [Malay](LanguageTable#cldf:326) _kə-_ ‘allative: to, toward’, _kə-sini_ ‘to(ward) here’, _kə-sana_ ‘to(ward) there’. _kə-mari_ ‘to(ward) the speaker’ which, however, appears to reflect &ast;_ka_ (cp. [Rejang](LanguageTable#cldf:389) _ka_ ‘to, towards’).",
30931,*ki₂,k,oblique case marker for personal nouns,"Also [Hawaiian](LanguageTable#cldf:620) _i_ ‘particle and clitic preceding substantives and marking direct and indirect objects, with additional meanings: to, at, in, on, by, because of, due to, by means of’.  I assume that [PAn](LanguageTable#cldf:19072) &ast;_ki_ marked the oblique case only for singular personal nouns, although the availabe data from Formosan languages does not specify number.",
26752,*kiab,k,fan; to fan,Also [Mongondow](LanguageTable#cldf:245) _ko-keab_ ‘fan’.  [Zorc (1971)](Source#cldf:zorc1971) posits [PPh](LanguageTable#cldf:19083) &ast;_kiab_ ‘fan’.,zorc1971
30633,*kiajo,k,outrigger boom,Also [Futunan](LanguageTable#cldf:607) _kiʔato_ ‘piece of wood on a boat that connects the outrigger’.,
31873,*kiak,k,"to squawk, as a frightened chicken",,
26753,*kiap,k,"to wave the hand, to fan oneself",Also [Manobo (Western Bukidnon)](LanguageTable#cldf:819) _kiyab_ ‘to fan’.  [Zorc (n.d.)](bib-Zorc) gives [PPh](LanguageTable#cldf:19083) &ast;_kiab_ ‘fan’.,
26754,*kiaw,k,puling sound of a bird,,
31881,*kibak,k,"to flap, clash together","With root [&ast;-bak₂ ](cf.csv#cldf:Root-29831)‘sound of a heavy smack’.  Possibly a convergent innovation, since the gemination in the [Kankanaey](LanguageTable#cldf:289) form is unexplained.",
31907,*kibkíb,k,nibble or gnaw at,,
31908,*kibul,k,"short-tailed; cropped, of the tail",,
31758,*kicak,k,sound of frightened cheeping,,
31759,*kicaq,k,sound of chattering or loud talk,"Also [Cebuano](LanguageTable#cldf:252) _kásaɁ_ ‘produce a crackling, rustling sound; talk loudly, too garrulously’.",
31760,*kicaw,k,"soothing sound of humming activity, twittering, etc.",,
31836,*kicek,k,shrill cry,,
26755,*kiCiŋ,k,body part,"Also [Aklanon](LanguageTable#cldf:226) _kitín_ ‘ankle; tendon (located near the ankle)’, [Malay](LanguageTable#cldf:326) _ketiŋ_ ‘back of ankle covering the _urat ketiŋ_ (_tendon Achillis_)’.",
31777,*kidam,k,"miss, crave, long for something","Also [Malay](LanguageTable#cldf:326) _idam_ ‘morbid craving’.  [Wilkinson (1959)](Source#cldf:wilkinson1959) lists this as a Tamil loan, but both the inherent semantics and the apparent cognates in [Tiruray](LanguageTable#cldf:433) and [Tausug](LanguageTable#cldf:18831) make this rather unlikely.",wilkinson1959
31909,*kidas,k,moving about rapidly or restlessly,,
29861,*kiday,k,eyebrow,Also [Bontok](LanguageTable#cldf:246) _gídey_ ‘eyebrow’.  Throughout much of the Austronesian world a momentary raising of the eyebrows signals recognition or agreement.  This presumably is the sense implicit in the first part of the [Bare'e](LanguageTable#cldf:236) gloss.,
32743,*kidelap,k,"glitter, flash, sparkle","Also [Agutaynen](LanguageTable#cldf:19189) _koldap_ (< met.) ‘lightning’.  With root [&ast;-lap](cf.csv#cldf:Root-29959) ‘flash, sparkle’.",
32744,*kidelat,k,lightning,,
26756,*kidem,k,close the eyes,Probably with root &ast;[-dem₁](cf.csv#cldf:Root-29877) ‘dark’.,
26757,*kidiq,k,to tickle,"Also [Malay (Jakarta)](LanguageTable#cldf:18430) _kilik_ ‘make (someone) ticklish, as by touching a downy chicken feather to the nostrils’, [Banggai](LanguageTable#cldf:238) _ketek_, [Soboyo](LanguageTable#cldf:419) _liki_ ‘to tickle’.",
31821,*kiDkiD,k,"to file, rasp","Also [Ilokano](LanguageTable#cldf:279) _kikir_ ‘saw (tool)’; presumably a borrowing of [Malay](LanguageTable#cldf:326) _kikir_. [Motu](LanguageTable#cldf:345) _iri_ is assumed to reflect [POc](LanguageTable#cldf:19082) _&ast;kikir-i_, with fossilization of the transitive suffix after regular loss of &ast;_k_ and contraction of the sequence of like vowels.  The forms _ir-ia_ and _iri-a_ would be indistinguishable, but the latter would be favored because it assumes a disyllabic base.",
31939,*kiduŋ,k,chant or sung narrative,"Some of the forms cited here may be [Malay](LanguageTable#cldf:326) loanwords, but this seems unlikely for [Banggai](LanguageTable#cldf:238) _kiduŋ_.",
31837,*kiet,k,creaking sound; to creak,,
32870,*kihik,k,"to peep, squeak","The reconstruction of medial &ast;_h_ in this form is based on: 1. the absence of forms in any early Austronesian proto-language that allow a sequence of identical vowels, and 2. the reflex of &ast;_q_ as _-h-_ in forms such as &ast;_tuqu_ > [Javanese](LanguageTable#cldf:285) _tuhu_ ‘true’.  The only other consonant that disappeared in both languages was [PMP](LanguageTable#cldf:19081) _&ast;h_, hence its choice here.",
26759,*kik,k,"a peep, squeak, giggle",,
31981,*kikau,k,Bismarck scrub fowl: Megapodius eremita,"A more extensive variant of this comparison with a number of phonologically non-corresponding forms was proposed by [Clark (2011:306)](Source#cldf:clark2011), who posited &ast;_k(a)iau_ without accounting for the medial consonant in [Malango](LanguageTable#cldf:19477), which can only reflect &ast;_k_.  Both [Mussau](LanguageTable#cldf:352) and [Kove](LanguageTable#cldf:709) reflect &ast;_k_ irregularly as _k_ or zero.",clark2011[306]
31833,*kiki₁,k,"kingfisher, Halcyon spp.","This comparison was first pointed out by [Clark (2011:338)](Source#cldf:clark2011).  Like many bird names, it appears to be onomatopoetic.",clark2011[338]
31874,*kiki₂,k,"small, stunted",,
34025,*kiki₃,k,to tickle,,
31732,*kikik,k,"to squeak, as a mouse; to giggle","Also [Ifugaw](LanguageTable#cldf:636) _kíki_ ‘manner of laughing, applied to women and children’, [Nias](LanguageTable#cldf:361) _iki_ ‘to laugh’, [Wayan](LanguageTable#cldf:19060) _kī_, _kīkī_ ‘of certain birds, such as rails, plovers, swamp hens, to chirp, squeak; in game of hide-and-seek, to make a squeaky noise to let the seekers know where one is hiding’.  [Malagasy](LanguageTable#cldf:18432) _kiki-kiki_ (expected &ast;&ast;_hihi-hihi_) is assumed to be an onomatopoetic retention.  With root [&ast;-kik](cf.csv#cldf:Root-29931) ‘shrill thoaty sound’.",
31761,*kikit,k,"small, trifling",Also ITNE _bat-tikit_ ‘small’ ([McFarland 1977:475](Source#cldf:mcfarland1977)).,mcfarland1977[475]
26790,*ki(k)kik,k,marine fish sp.,,
30989,*kikuR,k,tail,,
26758,*kikuʔ,k,"crooked, winding","With root &ast;[-ku(q)](cf.csv#cldf:Root-29951)) ‘bend, curve’.",
26760,*kilab,k,"flash, sparkle","Also [Tagalog](LanguageTable#cldf:423) _kintáb_ ‘gloss, glossiness’, _kisláp_ ‘sparkle’, [Maranao](LanguageTable#cldf:331) _kirap_ ‘shine’, [Balinese](LanguageTable#cldf:235) _keñab_ ‘glitter, sparkle’, [Mongondow](LanguageTable#cldf:245) _kidap_ ‘glitter, shine’.",
30925,*kilala,k,"to know (a person), recognize, be acquainted with; to feel, perceive","Also TRUK _kəla_, [Romblomanon](LanguageTable#cldf:19354) _kilāya_ ‘someone is well known; someone knows, finds out, or recognizes someone or something or that an event occurs or a state exists; someone knows about something’, [Malagasy](LanguageTable#cldf:18432) _maha-lala_ ‘to know, to be acquainted with, to comprehend, to recognize’, _faha-lala-na_ ‘knowledge, understanding’, [Sangir](LanguageTable#cldf:402) _maka-kirala_ ‘ro recognize or identify someone’, _maki-kirala_ ‘to recognize’.


 Both [PMP](LanguageTable#cldf:19081) _&ast;taqu_ and &ast;_kilala_ can be glossed by the English word ‘to know’.  However, &ast;_taqu_ evidently referred to the skill or practical understanding that results from acquired knowledge (as in what one needs to know in order to perform a job), and it is therefore understandably associated with dexerity and the right hand in various languages.  By contrast, &ast;_kilala_ evidently referred to instinctive or intuitive knowledge, as used in the passive recognition of people’s faces, or the acquisition of information through divination or the like.  Under most circumstances the formal similarity of the material cited here to [Cebuano](LanguageTable#cldf:252) _kilála_ ‘ornamental shrub, the reddish leaves of which have medicinal use: _Cordyline fruticosa_, would be passed over in silence.  However, reflexes of &ast;_kilala_ in the southeast Solomons refer to knowledge obtained by divination, and one of the charms used in divination is the leaves of dracaena, a close relative of the _Cordyline_, suggesting that this plant may have have been used for a similar purpose (knowledge through divination) in the pre-Christian Philippines, but that these associations were purged in the process of Christianization.




To explain the correspondence of the [Tagalog](LanguageTable#cldf:423), [Toba Batak](LanguageTable#cldf:427) and [Malagasy](LanguageTable#cldf:18432) forms cited here [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_lala_, segmenting the first syllable of both the [Tagalog](LanguageTable#cldf:423) and [Toba Batak](LanguageTable#cldf:427) forms.  Wider comparison shows that this is not the optimal solution, since most languages reflect a trisyllable, and the development in [Malagasy](LanguageTable#cldf:18432) must be considered an unexplained irregularity.  The recurrent _kila_ forms ([Mapun](LanguageTable#cldf:19176), [Mussau](LanguageTable#cldf:352), [Roviana](LanguageTable#cldf:396), [Toak](LanguageTable#cldf:19518), [Wayan](LanguageTable#cldf:19060), [Fijian](LanguageTable#cldf:266), optionally in [Nggela](LanguageTable#cldf:359)) are assumed to be products of haplology rather than reflexes of a [PMP](LanguageTable#cldf:19081) doublet.",dempwolff193438
26761,*kilan,k,handspan,,
26764,*kilaŋ,k,kind of fermented drink,,
30314,*kilap,k,"flash, sparkle","Also [Tagalog](LanguageTable#cldf:423) _kisláp_ ‘sparkle, glitter; sheen, brightness, lustre’,  [Aklanon](LanguageTable#cldf:226) _gilák_ ‘to glitter, shine’, [Palawan Batak](LanguageTable#cldf:247) _kudlap_ ‘lightning’, [Cebuano](LanguageTable#cldf:252) _kiláb_ ‘flash by swiftly, do something in a flash’, _kiláb-kiláb_ ‘glitter, flash intermittently’, [Karo Batak](LanguageTable#cldf:18314) _ilap_ ‘appearance, spectre, of something that is glimpsed in an instant’, [Mongondow](LanguageTable#cldf:245) _ulindap_ ‘ shine, sheen, glow; reflection’, [Manggarai](LanguageTable#cldf:816) _kilep_ ‘pass by in an instant’. With root [&ast;-lap](cf.csv#cldf:Root-29959) ‘flash, sparkle’.",
31822,*kilas,k,"quick, fast",,
26762,*kilat₂,k,open the eyes wide,With root &ast;[-lat₁](cf.csv#cldf:Root-29961) ‘open the eyes wide’.,
31676,*kilaw₁,k,eat raw meat,,
31940,*kilaw₂,k,"luminous, brilliant, full of light",[Iban](LanguageTable#cldf:276) shows a semantic reversal common to a number of cognates shared with [Malay](LanguageTable#cldf:326) ([Blust 1980b](Source#cldf:blust1980)).  With root [&ast;-law](cf.csv#cldf:Root-29963) ‘dazzling light’.,blust1980
33748,*kilaw₃,k,corner of the eye,,
26763,*kilay,k,"wag, shake back and forth",,
26765,*kilep,k,"glance, glimpse",,
31858,*kili,k,"to turn over, to dig by turning over, as rocks",,
26766,*kiliD,k,edge,,
26767,*kilig,k,shudder,,
30871,*kilik₁,k,to tickle,,
31941,*kilik₂,k,carried under the arm or on the hip,"Also [Javanese](LanguageTable#cldf:285) _kɛlɛk_ ‘armpit; underarm of a garment’.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_kilik_ ‘shoulder, carry on the shoulder’",dempwolff193438
31875,*kili-kíli,k,armpit,"[Dempwolff (1938)](Source#cldf:dempwolff193438) compared [Tagalog](LanguageTable#cldf:423) _kili-kili_, which he glossed ‘shoulder’, with [Fijian](LanguageTable#cldf:266) _kili-_ ‘armpit’.  However, all sources that I have been able to consult for [Tagalog](LanguageTable#cldf:423) agree in glossing _kili-kili_ as ‘armpit’, and no source for [Fijian](LanguageTable#cldf:266) that I have been able to consult contains _kili-_ in the meaning given by Dempwolff.",dempwolff193438
31734,*kililíŋ,k,ringing of a bell,Possibly a [Tagalog](LanguageTable#cldf:423) loan word.  With root [ &ast;-liŋ₁](cf.csv#cldf:Root-29972) ‘clear ringing sound’.,
26768,*kiliŋ,k,"leaning sideways, listing (as a boat)",[Zorc (1981)](bib-Zorc) gives [PPh](LanguageTable#cldf:19083) &ast;_kiliŋ_ ‘lean; inclination; balance’.,
31733,*kilíŋ₁,k,ringing of a bell,With root [&ast;-liŋ₁ ](cf.csv#cldf:Root-29972)‘clear ringing sound’,
33738,*kilíŋ₂,k,bamboo sp.,,
31735,*kilít,k,"to carry at the side or on the hip, pressed under the arm",Also [Tagalog](LanguageTable#cldf:423) _kílik_ ‘carried on the hip (supported by the arm)’.,
31736,*kilkil,k,gnaw meat off bones,"[Dempwolff](Source#cldf:dempwolff193438) positied &ast;_kilkil_ ‘eat greedily’, based only on the [Toba Batak](LanguageTable#cldf:427) form given here and [Malay](LanguageTable#cldf:326) _kikil_ ‘greedy’.  [Wilkinson (1959)](Source#cldf:wilkinson1959) does not contain the latter word.",dempwolff193438;wilkinson1959
26769,*kiluŋ,k,curved; bay,"Also [Kadazan Dusun](LanguageTable#cldf:287) _kiluŋ_ (expected &ast;&ast;_kihuŋ_) ‘bay’.  With root &ast;[-luŋ₁](cf.csv#cldf:Root-29980) ‘curve, bend’.  [Arosi](LanguageTable#cldf:485) _kiru_ can be assigned equally well to &ast;_kilu_.",
31778,*kiluq,k,"to bend, curve; bent, curved, crooked",The gemination of the medial consonant in languages of northern Luzon is unexplained.,
30532,*kima,k,"giant clam, Tridacna gigas","Since the glosses for both [Sangir](LanguageTable#cldf:402) and [Rotinese](LanguageTable#cldf:395) _kima_ indicate use of a _Tridacna_ halfshell as a feeding trough for pigs it is likely that this was a widespread practice in the Austronesian world.  A similar association is noted in [Mbula](LanguageTable#cldf:815), spoken on Umboi island in the Vitiaz Strait between New Guinea and New Britain, where the unrelated form _zwor_ is glossed ‘clam shell (large, found in the deep sea, used for feeding animals)’, with a sample sentence that indicates the use of such halfshells as pig troughs.  A symbolic association with the female genitalia, presumably from the shape of the clam when slightly open, or possibly from the idea of ‘closing up’ on the penis, is also reported from [Sangir](LanguageTable#cldf:402) and [Kambera](LanguageTable#cldf:678), suggesting in this case a semantic association of some antiquity. 
Finally, the recurrent association of this form with the meaning ‘oyster’ is puzzling, since [PMP](LanguageTable#cldf:19081) &ast;_tiRem_ clearly designated this referent.",
30317,*kimat,k,"flash, sparkle, twinkle",Also [Mansaka](LanguageTable#cldf:825) _kimad-kimad_ ‘to blink the eyes involuntarily.,
33449,*kimay,k,deformation of the body,,
26770,*kimet,k,blink; flash,"Also [Fijian](LanguageTable#cldf:266) _kimomo_ ‘blink the eyes in excess of light’.  For the semantic connection of blinking and flashing in Austronesian languages, cf. note to &ast;_qi(n)dem_.",
31910,*kimit,k,"blink, wink, close the eye briefly",,
33900,*kimkím,k,"to pick at one’s food, show little interest in eating",,
31838,*kimpal,k,"lump, lumpy",,
26771,*kimpaŋ,k,"lame, walk with a limp",,
26772,*kimut kimut,k,"twitch, jerk; keep moving the lips","Also [Cebuano](LanguageTable#cldf:252) _kimug_ ‘twitch involuntarily’, [Kayan](LanguageTable#cldf:294) _kimet_ ‘a twitch’, _kimet kimet_ ‘to twitch; restive, fidgeting’.",
31820,*kindaŋ-kindaŋ,k,rock or hover back and forth,"Also [Cebuano](LanguageTable#cldf:252) _kíndaɁ-kíndaɁ_ ‘move or wobble rapidly back and forth or side to side’, [Iban](LanguageTable#cldf:276) _kindaɁ_ ‘soar, hover over’.",
26773,*kindat,k,raise the eyebrows as a signal to another person; to furrow the brows (?),Also [Cebuano](LanguageTable#cldf:252) _kidhát_ ‘signal with the eyes or eyebrows’.,
32745,*kinelaw,k,dazzling light,With root [&ast;-law](cf.csv#cldf:Root-29963) ‘dazzling light’.,
31799,*kiniŋ,k,eyebrow,,
26774,*kinit,k,"pinch, nip, pluck","Also [Bugotu](LanguageTable#cldf:248) _kiñibi_ ‘pinch’.  If connected, this form suggests an etymon &ast;_kiñit_.",
31911,*kiñam,k,"to try, taste","With root [&ast;-ñam ](cf.csv#cldf:Root-29997)‘savory, tasty’.",
31737,*kiñaŋ,k,quartz crystal (?),,
26795,*kiŋ,k,ringing sound,,
31859,*kiŋeR,k,to hear,[Tagalog](LanguageTable#cldf:423) _kiníg_ and [Tingalan (West)](LanguageTable#cldf:19488) _aŋ-kinog_ are assumed to show velar dissimilation of the same kind found in [Bikol](LanguageTable#cldf:244) _nagáɁ_ (expected &ast;&ast;_ŋagáɁ_) < &ast;_ŋaRaq_ ‘wild duck’.  With root [&ast;-ŋeR](cf.csv#cldf:Root-30023) ‘hear; noise’.,
26788,*kiŋkiŋ₁,k,ringing sound,,
26789,*kiŋkiŋ₂,k,hop on one leg,"Also [Malay](LanguageTable#cldf:326) _tiŋtiŋ_ ‘to hop (with one foot raised and held in front)’ [Malay (Pahang)](LanguageTable#cldf:796) _ke-tiŋtiŋ_ same gloss (both metatheses of &ast;_ta-kiŋkiŋ_ (?)). Cf. [Zorc (n.d.)](bib-Zorc) [PPh](LanguageTable#cldf:19083) &ast;_-kiŋkiŋ_ ‘hop, skip’.",
30469,*kiŋkiŋ₃,k,"little finger, pinky","Also [Casiguran Dumagat](LanguageTable#cldf:569) _kaliŋtíŋan_ ‘little finger’, [Ifugaw (Batad)](LanguageTable#cldf:18225) _ekʔekeŋŋan_ ‘the little finger of a person, monkey’, [Mansaka](LanguageTable#cldf:825) _paŋariŋkiŋ_, [Maranao](LanguageTable#cldf:331) _tiŋentiŋ_, [Binukid](LanguageTable#cldf:19012) _aŋiŋiŋkiŋ_ ‘little finger, little toe’, [Malay](LanguageTable#cldf:326) _keléŋkéŋ_, [Balaesang](LanguageTable#cldf:19201) _kalinjiŋ_, [Bare'e](LanguageTable#cldf:236) _kancili_ ‘little finger’, [Makassarese](LanguageTable#cldf:325) _k<an>iŋkiŋ_ ‘little finger, little toe’, [Komodo](LanguageTable#cldf:708) _kindi_ ‘little finger’.  It is evident from the number of phonologically similar, but non-corresponding polysyllables meaning ‘little finger, little toe’, that there is some type of sound-symbolic play operating in the creation of these words.  However, it is difficult to see exactly what is operative, as it does not appear to be sound-size symbolism, and the affixes _<al>_ and _–an_ have no clear morphological function when attached to this morpheme.",
26775,*kipak,k,flap the wings,"With root &ast;[-pak₁](cf.csv#cldf:Root-30036)) ‘slap, clap’.",
