ID,Gloss,Dempwolff_Etymology,Contribution_ID,Comment
30110,"head covering, kerchief, headcloth",*kuluk ‘head covering’,Loan,Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_kuluk_ ‘head covering’.
30552,head side of a coin,,Loan,From Spanish _cara_ ‘face; front; head (of coin)’.
29641,"heir, inheritance",,Loan,"Borrowing, ultimately from __language__Arabic__."
29642,hernia,,Loan,"Borrowing from __language__Malay__, except for __language__Dairi-Pakpak Batak__ _burut-en_, which is best attributed to chance."
30235,high,*tiŋgi ‘be high’,Loan,Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tiŋgi_ ‘be high’ (_hochsein_).
30362,hips,*puŋguŋ ‘hips’,Loan,Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) posited Uraustronesisch &ast;_puŋguŋ_ ‘hips’ (_Hüften_).
30406,"hit, ram into","*lantak ‘to hit, ram into’",Loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed Uraustronesisch &ast;_lantak_ ‘to hit, ram into’.  However, the __language__Tagalog__ and __language__Sa'a__ forms cannot convincingly be related to the others cited here, and the 
others could easily be a product of borrowing from __language__Malay__."
30636,"hoarse, husky (of the voice)",,Loan,Also __language__Bikol__ _páɁas_ ‘hoarse’. Probably a __language__BISA__ loan in __language__Agutaynen__.
30307,"hoe: pickaxe, mattock, hoe",,Loan,Borrowing of Spanish _pico_ ‘pickaxe’.
30327,"hoe, mattock",*paŋku(rR) ‘hoe’,Loan,Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) posited Uraustronesisch _&ast;paŋku(rR)_ ‘hoe’.
30501,"hole in road: pothole, hole in road",,Loan,"Since this word can only apply to situations in which wheeled vehicles are used, it is assumed to be a late innovation that was spread by contact."
30645,holy sacred,,Loan,Borrowing from __language__Tagalog__.
30511,honey,,Loan,"Borrowing from __language__Malay__, ultimately from Sanskrit _madhu_ ‘honey’."
30385,honeybee,*lebaq ‘bee’,Loan,Borrowing from __language__Malay__. Based on this comparison [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed Uraustronesisch &ast;_lebaq_ ‘bee’.
29878,hook,,Loan,"This is a borrowing of Spanish/Portuguese _gancho_ ‘hook’.  Although native words exist for ‘hook’ (__language__PAn__ &ast;_kawit_) and ‘fishhook’ (__language__PAn__ &ast;_kawil_), this word presumably was borrowed because it applied to boathooks with which the native peoples of island Southeast Asia and the Pacific were unfamiliar at the time of contact.  It is assumed that the source language in the Philippines and Marianas was Spanish, while in the Malay world  it was Portuguese.  I am indebted to Richard Spahr for drawing my attention to the history of this form."
29643,hope,,Loan,"Borrowing, ultimately from __language__Sanskrit__."
29644,horn,,Loan,Borrowing of Spanish _bocina_ ‘horn (musical)’.
30193,horn,*tanduk ‘horn’,Loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Urasustronesisch’ &ast;_tanduk_ ‘horn’, but given its known distribution it is better regarded as a Greater North Borneo innovation, and hence came into being after the Austronesian settlement of Borneo.  The forms in Philippine languages, Sumatra, Java and Bali are best treated as __language__Malay__ loans, and [Lobel (2016)](Source#cldf:lobel2016) similarly considers all forms of _tanduk_ in __language__Sabah__ as borrowings from __language__Malay__."
29645,horse,,Loan,"Borrowing, ultimately from __language__Javanese__. As noted by [Dempwolff (1934-38)](Source#cldf:dempwolff193438), this item evidently = _ajar_ 'teach, learn' + _-an_."
30249,"humble oneself: submit, humble oneself","*tunduk ‘submit, humble oneself’",Loan,"Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tunduk_ ‘submit, humble oneself’ (_sich beugen_)."
29646,hunched over,,Loan,"Borrowed into __language__Kapampangan__ from __language__Tagalog__. This form probably reflects earlier &ast;&ast;_balutkut_, with root &ast;[-kut](root-acd-r_k.htm#-kut) 'hunched over, bent'."
29891,hunt,,Loan,"Also __language__Sa'a__ _huru-huru_, __language__Arosi__ _huru_, _huru-huru_ ‘to run’, which appears to be a chance resemblance.  __language__PAn__ &ast;_qaNup_, __language__PMP__ &ast;_qanup_ meant ‘to hunt for game’, and the forms cited here either are products of borrowing from __language__Malay__, or reflect an innovation in Greater North Borneo with subsequent extension of the distribution as a result of borrowing from __language__Malay__."
30315,"hut, shack",,Loan,The presence of mid-back vowels in all these forms points to borrowing from __language__Malay__.
29778,"idiotic: stupid, idiotic",,Loan,Borrowing into __language__Casiguran Dumagat__  from a __language__GCPh__ source (probably __language__Tagalog__).
30185,"idle: lazy, idle",,Loan,The __language__Casiguran Dumagat__ form is assumed to be a loan from __language__Tagalog__ or __language__Bikol__.
30727,"ignorant, uneducated; poor",,Loan,"This is a very mysterious comparison.  Given its gloss, which almost certainly implies a literate society, the distribution seen here must be a product of borrowing, but its source, and why it is known so far only in __language__Palawano__ and __language__Tboli__ among members of the Philippine subgroup, is still unresolved.  Given their mobility, this may have originated with the Sama-Bajaw, and spread by borrowing from them to a few select land-based populations."
29754,ill: seriously ill,,Loan,Probably a __language__Malayo-Chamic__  innovation that has been borrowed from __language__Malay__ into __language__Dairi-Pakpak Batak__ and __language__Mongondow__.
30680,imported vase or jar of Chinese origin,,Loan,"As the glosses in several languages indicate, this is a Chinese loan, although the Chinese language from which it comes and the time of borrowing remain unclear."
30079,"in harmony, synchronized",,Loan,"Borrowing of Spanish _compas_ ‘in time, rhythmically’."
29647,incantation,*aji,Loan,"Borrowing, ultimately from __language__Javanese__, but with likely mediation through __language__Malay__ in the case of __language__Tagalog__ _(pa)ŋadyiʔ_. [Dempwolff (1934-38)](Source#cldf:dempwolff193438) also included __language__Sa'a__ _jäsi-kana'a_ cycle of songs dealing with the herœs of Old Malau, containing reputedly good teachinǵ, and __language__Fijian__ _kaci_ 'call, invite', but these are far more convincingly treated as chance similarities."
29648,incite,,Loan,Borrowing from __language__Tagalog__.
29979,"incite, prod into action",,Loan,Also __language__Tagalog__ _súhol_ ‘bribe’.  The forms in non-Central Philippine languages are assumed to be borrowings of __language__Tagalog__ _sulsól_.
30632,"inclination: leaning, inclination, predilection",,Loan,Borrowing from __language__Tagalog__ into __language__Itbayaten__.
29649,Indian,,Loan,Borrowing from __language__Tamil__.
30563,indigo dye,,Loan,Borrowing of Spanish _añil_ ‘indigo plant; indigo; indigo blue’.
29650,"induced, tricked",,Loan,Borrowing from __language__Tagalog__ into __language__Casiguran Dumagat__.
29762,inferior: social inferior,*buDak,Loan,Borrowing from __language__Malay__.
30275,influence,,Loan,Borrowing from __language__Tagalog__.
30529,inheritance; heirloom,"*maneq ‘heritage, inheritance’",Loan,"Probably a __language__Malay__ loan.  Based on this slender comparison [Dempwolff (1934-1938)](Source#cldf:dempwolff193438) posited ‘Uraustronesisch’ &ast;_maneq_ ‘heritage, inheritance’."
29651,"injustice, oppression",,Loan,"Borrowing, ultimately from __language__Sanskrit__."
30607,ink,,Loan,From Spanish _tinta_ ‘ink’.
30596,interest on a loan,,Loan,Borrowing from __language__Tagalog__
29653,internode,,Loan,Borrowing into __language__Casiguran Dumagat__ and __language__Kapampangan__ from __language__Tagalog__.
30704,iodine,,Loan,Borrowing of Spanish _yodo_ ‘iodine’.
29654,iron,,Loan,"Almost certainly a __language__Proto-Malayo-Chamic__ (__language__PMC__) innovation which has been borrowed from __language__Malay__ into various other languages of Indonesia and the Philippines (Dempwolff's inclusion of __language__Fijian__ _vesi_ 'a very hard tree: _Intsia bijuga_' is rejected on both formal and semantic grounds). It is assumed that __language__PMC__ was spoken in southwest Borneo, and that populations speaking __language__PMC__ dialects began to expand into eastern Sumatra, the Malay Peninsula and coastal regions of the Gulf of Thailand as far north as the central portions of modern Vietnam in the first or second century B.C. It is noteworthy that at least two of the indigenous languages of Borneo have doublets, one reflecting an earlier, and the other a later loan, thus supporting Borneo as the geographical locus of this innovated lexical item. 


As noted by [Bellwood (1985:xyz)](bib-Bellwood) the expansion of __language__Austronesian__ speakers into mainland Southeast Asia may be correlated with archaeological evidence of innovations in ironworking technology which were taking place in southwest Borneo in the centuries immediately preceding the beginning of Indian contact. Although a word for 'iron' (&ast;_bariS_) may be much older in __language__Austronesian__ ([Blust 1976](Source#cldf:blust1976)), the older term could well have referred to unprocessed iron ore which had no utilitarian function. Under this interpretation &ast;_besi_ could be correlated with the smelted ore, and hence with those innovations in ironworking technology which Bellwood has noted in the archaeological record."
30013,Islamic: slaughter in accord with Islamic law,,Loan,"Arabic, through the medium of __language__Malay__. For a detailed account of the __language__Malagasy__ term as a __language__Malay__ loan cf. [Adelaar (1989:4-6)](Source#cldf:adelaar1989)."
30363,island,*pulaw ‘island’,Loan,"Borrowing from __language__Malay__. On the basis of data from __language__Tagalog__, __language__Ngaju Dayak__, __language__Malay__, __language__Toba Batak__ and __language__Javanese__ [Dempwolff (1938)](Source#cldf:dempwolff193438) posited Uraustronesisch &ast;_pulaw_ ‘island’."
29757,"jacket₁: shirt, jacket",*bazu,Loan,"Borrowing, ultimately from __language__Persian__."
29656,jacket,,Loan,Borrowing from a South Sulawesi  source. __language__Makassarese__ _-ʔ_ can reflect any of a number of original final consonants.
29657,jackfruit,,Loan,"Borrowing, ultimately from __language__Sanskrit__."
29658,jail,,Loan,Borrowing from __language__Dutch__.
30038,jasmine,,Loan,"Also __language__Ilokano__ _sampága_ ‘Jasminium sambac, Arabian jasmine’.  Although the base form may be native to some Philippine languages, the longer word with diminutive suffix appears to be a Spanish loan in both the Philippines and the Marianas."
29748,jelly: seaweed jelly,,Loan,"Borrowing, ultimately from __language__Javanese__."
29659,jellyfish,,Loan,
29836,join together,,Loan,Borrowing from __language__Malay__.
30119,joint,*kukut ‘joint’,Loan,"Either a chance resemblance or a __language__Javanese__ loan in __language__Ngaju Dayak__.  [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed &ast;_kukut_ ‘joint’, but I am unable to find a __language__Javanese__ form with this meaning in either [Pigeaud (1938)](Source#cldf:pigeaud1938) or [Horne (1974)](Source#cldf:horne1974)."
29660,"judge, punish",,Loan,"Borrowing, ultimately from __language__Arabic__."
30152,kava: Piper methysticum,,Loan,"As argued by [Lebot et al. (1997)](bib-Lebot), the kava plant is a product of human cultivation and refinement which probably began in Vanuatu and then spread into other parts of the Pacific after the arrival of Austronesian speakers.  It’s distribution remains scattered except in Polynesian-Fiji, where it is almost universal."
30276,kettle,,Loan,Borrowing from __language__Tagalog__.
30437,key,,Loan,"Borrowing of Spanish _llave_ ‘key, spanner, tap, faucet’."
30705,key,,Loan,From Spanish _llave_ ‘key’.
30018,kick,*sipak ‘kick’,Loan,"This comparison is a particularly striking example of a widespread __language__Malay__ loanword that has acquired cognate morphology in such widely separated languages as __language__Ilokano__, __language__Tagalog__ and __language__Malagasy__, and could easily be mistaken for a native word if irregularities in the sound correspondences did not expose its historically secondary status.  Based on data from __language__Javanese__, __language__Malay__, __language__Ngaju Dayak__ the clearly irregular __language__Malagasy__ form, and __language__Fijian__ _sevaki_ [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_sipak_ ‘kick’."
29986,kind of lance,,Loan,Borrowing from __language__Malay__.
29661,kite,,Loan,Borrowing of Spanish _volador_
29991,kite (type),,Loan,"The Chamorro word was borrowed from a Philippine language, presumably during the Spanish colonial period."
30364,knowledgeable: learned knowledgeable,,Loan,"Borrowing from __language__Malay__, ultimately from Arabic."
30137,"lacking, less than",*kuraŋ ‘shortage; too little’,Loan,"Although it is tempting to propose a reconstruction for this set of terms, this is one of the most widely distributed __language__Malay__ loanwords in island Southeast Asia, having spread to many coastal languages of Borneo, and on into the Philippines, presumably in a trading context in which it may have played an especially prominent role.  [Dempwolff (1938)](Source#cldf:dempwolff193438) posited &ast;_kuraŋ_ ‘shortage; too little’."
30210,lake,,Loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) marked this as a Sanskrit loan, citing it only to illustrate the regularlity of sound correspondences.  However, the final glottal stop in __language__Tagalog__ _talágaɁ_ is irregular, and shows it to be a loanword.  In addition, the range of languages over which this form is found supports the suspicion that many other comparisons which are confined to __language__Malay__ and a few languages that are known to have borrowed from it are in fact loan distributions through the medium of __language__Malay__."
29662,lamp,,Loan,"Borrowed, ultimately from __language__Persian__."
30120,lance,*kuzu(r) ‘name of a lance’,Loan,Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_kuzu(r)_ ‘name of a lance’.
30141,"land turtle: tortoise, land turtle","*ku(r)a ‘milt, spleen, land turtle’",Loan,"Borrowing from __language__Malay__, where it evidently replaced __language__PAn__ &ast;_qaCipa_. However, this explanation assumes that borrowing took place in both __language__Lampung__ and __language__Sundanese__ before the distinctive sound change &ast;_R_ > _y_ (from &ast;_kuRa_).  Somewhat enigmatically, [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_ku(r)a_ ‘milt, spleen, land turtle’, combining two very distinct senses in a single gloss."
30341,large pot or basin,*pasu ‘vessel for drawing water’,Loan,Borrowing from __language__Malay__. Based on this comparison [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed Uraustronesisch &ast;_pasu_ ‘vessel for drawing water’ (_Schöpfgefäss_).
30506,"launch: motorboat, launch",,Loan,Borrowing of Spanish _lancha_ ‘launch; rowing boat’.
30445,lavatory,,Loan,"From Spanish _lavabo_ ‘wash-stand, lavatory’."
29663,law,,Loan,
29664,leader,*gawa 'work',Loan,"Borrowing, ultimately from __language__Sanskrit__."
29665,leak,*bucur,Loan,Borrowing from __language__Malay__.
30237,left over,*tiŋgal ‘be left over’,Loan,Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tiŋgal_ ‘be left over’ (_übrigbleiben_).
30121,leprosy: maimed (as by leprosy),*ku(dD)uŋ ‘leprosy’,Loan,Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_ku(dD)uŋ_ ‘leprosy’.
30238,lie above,"*tinDiq ‘lie on top of, be superimposed’",Loan,"The western Indonesian forms appear to be loanwords from __language__Malay__, and the resemblance of the __language__Tagalog__ word to these is best attributed to chance.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tinDiq_ ‘lie on top of, be superimposed’ (_obenliegen_)."
29869,lie prone,,Loan,Borrowing from Central Philippine languages (probably __language__Tagalog__) into __language__Kapampangan__.
30650,"lift, raise",,Loan,"From Spanish _alzar_ ‘to raise, lift, build’."
30570,"light reddish brown (of horses): sorrel, light reddish brown (of horses)",,Loan,Borrowing of Spanish _alazán_ ‘sorrel (of horses)’.
29743,"line: row, line",,Loan,"A late innovation in western Indonesia, borrowed from __language__Malay__ into __language__Makasarese__, __language__Rembong__, __language__Kei__ and many other languages."
30698,"line: stroke, dash, line",,Loan,"Borrowing of Spanish _raya_ ‘stroke, dash, line’."
30493,lion,,Loan,Borrowing of Spanish _leon_ ‘lion’.
29987,loincloth,*sabuk ‘loincloth’,Loan,"Almost certainly a loan distribution starting from __language__Javanese__. [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed ‘Original Austronesian’ &ast;_sabuk_ ‘loincloth’, but __language__PWMP__ &ast;_bahaR_ is a far better-supported reconstruction for this meaning."
30098,"longing, yearning","*kenaŋ ‘longing, yearning’",Loan,"Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_kenaŋ_ ‘longing, yearning’."
30109,long-tailed macaque,,Loan,
30108,loose,,Loan,
30402,lose (in a business transaction),,Loan,"Borrowing of __language__Malay__ _rugi_ ‘loss, injury (other than physical); tort’, ultimately from Sanskrit.  In Philippine languages this passed through __language__Tagalog__, where the initial consonant was 
changed from /_r_/ to /_l_/."
30583,love potion or charm,,Loan,Apparently a __language__Tagalog__ loanword outside the Central Philippine languages.
30055,"lover, mistress",,Loan,"Probably a Tagalog loan, evidently connected with kabít ‘connected, attached, fastened, united’."
30263,lumber: planed lumber,,Loan,"Borrowing of Spanish _tabla_ ‘board, plank; tablet, slab’."
30403,luxury,,Loan,Borrowing of Spanish _lujo_ ‘luxury’.
30408,lychee fruit,,Loan,Borrowing from Hokkien.
30500,lyre,,Loan,Borrowing of Spanish _lira_ ‘lyre’.
29671,magnet,,Loan,Borrowing from __language__Malay__.
29673,mailbox,,Loan,"Borrowing of Spanish _buzón_ letter-box, pillar-box’."
30746,male homosexual,,Loan,Borrowing from __language__Tagalog__.
30365,mango,,Loan,"Also __language__Malay__ _məmpəlam_ ‘mango’.  Given its very restricted distribution in western Indonesia, this is assumed to be a __language__Malay__ loanword."
30464,mango: Mangifera indica,,Loan,"Although the mango is native to island Southeast Asia, [Richards (1981)](Source#cldf:richards1981) gives __language__Iban__ _maŋga_ as a borrowing of Tamil _man-kay_, and [Wilkinson (1959:737)](Source#cldf:wilkinson1959) says the same of __language__Malay__. If this is valid then the Philippine forms must have been borrowed from __language__Malay__."
29813,"manner: way, manner","*ulaq 'employment, occupation'",Loan,"Borrowing from __language__Malay__. [Dempwolff (1934-38)](Source#cldf:dempwolff193438) included these forms together with __language__Samoan__ _ula-vale_ 'make a nuisance of oneself, make trouble' under a proposed reconstruction &ast;_ulaq_ 'employment, occupation', which I reject."
30067,manner: ways and manner,,Loan,"This is another of many problematic [Dempwolff](Source#cldf:dempwolff193438) comparisons.  The sound correspondences are irregular, and even if __language__Ngaju Dayak__ had not borrowed substantially from __language__Javanese__ during the Majapahit period (1293-c. 1500), a reconstruction based only on these languages could not be assigned to any of the proto-languages recognized in the ACD."
30197,"mark: sign, signal, mark","*tanDa ‘sign, signal, mark’",Loan,"Borrowing, probably from old or modern __language__Javanese__, where it referred to a military ensign.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tanDa_ ‘sign, signal, mark’, showing some of his most extreme semantic permissiveness with the __language__Sa'a__ form."
30366,market,,Loan,"Borrowed into __language__Malay__ from Persian, presumably through Hindi, and then widely dispersed in island Southeast Asia through Malay trade contacts."
29674,marriageable,*buzaŋ,Loan,Borrowing from __language__Malay__.
30587,martial art (native),,Loan,Probably from Spanish _arnés_ ‘suit of armor’.
30371,"mast, pole",,Loan,Borrowing of Spanish _palo_ ‘mast’.
30239,mat,*tikaR ‘mat’,Loan,Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tikaR_ ‘mat’ (_Matte_).
30297,"matching part: pair, matching part",,Loan,"Borrowing of the plural form of Spanish _par_ ‘even, equal; pair; couple’."
30250,materials: thin (of materials),*tipis ‘thin’,Loan,"Presumably a back-formation from _&ast;ma-nipis_, with borrowing from __language__Malay__ into __language__Javanese__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tipis_ ‘thin’ (_dünnsein_)."
29675,measure,,Loan,Borrowing from __language__Malay__.
30256,measurement: unit of measurement,,Loan,"Also __language__Balinese__ _takeh_ ‘measure (large amount)’, _takeh-an_ ‘a measure of volume’. Borrowing from __language__Malay__."
30482,meat and vegetable pastry,,Loan,"A Chinese loanword.  [Rubino (2000:340)](Source#cldf:rubino2000) give the __language__Ilokano__ word as a borrowing of Hokkien (Minnan) _lûn pià_ ‘spring cake’, and [Mintz and Britannico (1985)](Source#cldf:mintzanddelrosariobritanico1985) give the __language__Bikol__ word as a borrowing of Hokkien _lun⁵ biã⁴_ ‘moist pancake’."
30328,"meet, run across, welcome","*papag ‘to meet, run across’",Loan,"Based on just these two languages [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed Uraustronesisch &ast;_papag_ ‘to meet, run across’.  However, [Wilkinson](bib-Wilkinson) gives papag as __language__Malay__ variant, a form that could only be borrowed from __language__Javanese__, and there appears to be little basis for a reconstruction at even a very shallow time-depth."
30386,melt or smelt (metals): to melt or smelt (metals),"*labur ‘to liquefy, melt’",Loan,"Also __language__Malay__ _ləbur_ ‘dissolution; liquefaction (especially of smelting)’.  To these [Dempwolff (1938)](Source#cldf:dempwolff193438) added __language__Tagalog__ _labol_ ‘iron’, a form that does not appear in modern dictionaries, and posited ‘Uraustronesisch’ &ast;_labur_ ‘to liquefy, melt’.  Only the __language__Ngaju Dayak__, __language__Nias__ and __language__Sundanese__ forms appear likely to be related, and these are likely loans from __language__Malay__."
29677,memorize,,Loan,"Borrowing from __language__Malay__, ultimately from __language__Arabic__."
30638,"merchandise for sale, to sell well",,Loan,"Borrowing of __language__Malay__ _laku_ ‘having value, selling well’. __language__Arosi__ _rao_ ‘to sell’ presumably is a chance resemblance."
29731,"mercury: quicksilver, mercury",,Loan,"Borrowing of Spanish _azogue_ ‘mercury, quicksilver’."
30595,metal tang on knife or bolo,,Loan,"Probably an __language__Ilokano__ loan in __language__Itbayaten__, and almost certainly borrowed in __language__Ibatan__."
29938,"Mexican turnip, Pachyrrhizus erosus",,Loan,"This native of Mexico, known in English as the ‘Mexican yam’, the ‘yam bean’, or the ‘Mexican turnip’, was introduced during the Spanish colonization of the Philippines, along with its name (_jícama_), ultimately from Nahuatl _xīcamatl_.  Given the importance of the Manila Galleon trade, which connected Manila and Acapulco by annual voyages from 1572 to 1815, the introduction of this plant and its name almost certainly took place through __language__Tagalog__, with subsequent borrowing into other Philippine languages from the region of Manila Bay. It is noteworthy that it evidently was not introduced into Guam despite this island being a regular stopover in the Galleon trade. The borrowing of nouns in their plural form is common to many Spanish loanwords in both Philippine and Mexican Indian languages ([Lopez 1965](Source#cldf:lopez1965))."
29830,midwife,,Loan,"Borrowing, ultimately from __language__Sanskrit__."
30429,"milt, spleen",,Loan,Apparently a __language__Malay__ loanword.
29788,"mind: thoughts, mind",*aŋen,Loan,"A late innovation in western Indonesia, with borrowing from __language__Malay__ into some __language__Philippine__ languages. __language__Aklanon__ _aŋán-aŋán_ 'wait a little while, spend some time idling', and similar forms in some other __language__Greater Central Philippines__ languages, appear to be distinct."
30685,mirror,,Loan,"Borrowing from __language__Malay__, although a still to be identified Indic source is strongly suspected."
29942,"miscellaneous: various, miscellaneous",,Loan,"Also __language__Hanunóo__ _sadisádi_ ‘miscellany; multifarious, various’.  The history of this form is puzzling.  Although it may have begun with the general meaning ‘various, miscellaneous’, in many languages it probably is a __language__Tagalog__ loan that became widespread after the Spanish colonization and the introduction of a money economy.  In any case, an assignment to __language__Proto-Philippines__ would be incautious without further evidence of forms that are not likely to be borrowed."
29679,mischief,,Loan,"Borrowing, ultimately from __language__Sanskrit__."
30487,moist,"*leŋas ‘moist, damp’",Loan,"Probably a __language__Malay__ loan.  I am unable to find __language__Tagalog__ _laŋás_ in sources available to me, and even if that were possible, the penultimate vowel correspondence is irregular, suggestive of borrowing or chance resemblance.  On the basis of this comparison [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed  ‘Uraustronesisch’ &ast;_leŋas_ ‘moist, damp’."
30424,moist and slippery,*licak ‘wet and slippery’,Loan,Probably a __language__Malay__ loan distribution.  Based on this comparison [Dempwolff (1938)](Source#cldf:dempwolff193438) posited Uraustronesisch &ast;_licak_ ‘wet and slippery’.
30512,Monday,,Loan,From Spanish _Lunes_ ‘Monday’.
29680,monetary support,,Loan,"Borrowing, ultimately from __language__Sanskrit__."
29681,money,,Loan,"Almost certainly a borrowing of Southern __language__Minangkabau__ _wan_, probably early in the Ming Dynasty (1368-1644). According to Robert Cheng (p.c.) some __language__Minangkabau__ dialects, such as that of __language__Swatow__, permit only the velar nasal in final position. The final velar in _uaŋ_ may thus have been present in the lending language. The pronunciation _uaŋ_ is, of course, an accomodation to the predominant disyllabic canonical shape of most __language__Austronesian__ languages, although a canonically atypical variant _waŋ_ persists here and there. With the advent of Dutch colonial rule in Indonesia and English colonial rule in Malaysia the meaning of _uaŋ_, evidently began to shift from a specific unit of currency (which presumably was no longer used) to the more general sense which it has in most languages today."
29682,monkey sp.,,Loan,"Borrowing. The route of transmission of this form remains unclear. There is every reason to believe that Bornean forms such as __language__Kelabit__ _bedhuk_, __language__Berawan (Long Terawan)__ _becuʔ_, __language__Bintulu__ _bəɗuk_, __language__Melanau (Mukah)__ _beduk_ and __language__Kayan__ _beruk_ are native, and reflect a prototype of the shape &ast;_beduk_. It is, moreover, likely that __language__Malay__ originated from a population movement out of southwest Borneo beginning in the first or second century BC ([Blust 1994](Source#cldf:blust1994)). Early __language__Malayic__ speakers in Borneo evidently borrowed this word from a language in which &ast;_-d-_ > _r_ (as __language__Kayan__). The form is reflected with this irrgularity in __language__Iban__ (a continuation of the Malayic population that remained in Borneo) in __language__Malay__, in __language__Lampung__ of southern Sumatra, and in __language__Balinese__ (which exhibits a second irregularity). The simplest hypothesis appears to be that speakers of __language__Malay__ introduced a native Bornean monkey, and with it an irregularly altered form of its name, to Sumatra and perhaps some other parts of western Indonesia."
29976,"moody, capricious behavior",,Loan,"Possibly a __language__Tagalog__ loan in __language__Kapampangan__ and __language__Agutaynen__, in which case this form may have been a Central Philippine innovation."
30505,mop,,Loan,From Spanish _lampazo_ ‘mop’.  Many thanks to Lyle Campbell for filling me in on details regarding the Spanish original.
29683,"morning, tomorrow",,Loan,Borrowing from __language__Javanese__.
30058,mosquito coil,,Loan,
30122,mosquito net,*kulambu ‘curtain’,Loan,Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_kulambu_ ‘curtain’.
29684,mother,*ibu,Loan,"Borrowing from __language__Malay__ into at least __language__Old Javanese__ and Modern __language__Javanese__, __language__Balinese__, and __language__Sasak__, The term &ast;_hibu_ probably originated in a language ancestral to __language__Malay__ and a few of its closest relatives in western Indonesia."
29751,motion: seesaw motion,,Loan,Borrowing from __language__Javanese__.
30446,mourn; dress in black mourning clothes,,Loan,Borrowing of Spanish _luto_ ‘to mourn’.
29685,"mouse, rat",,Loan,Borrowing in __language__Tiruray__ from a __language__GCPh__ source.
30387,mousedeer,"*landuk ‘crafty, clever’",Loan,"Based on this comparison [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed &ast;_landuk_ ‘crafty, clever’, but the term seems to be inextricably connected with traditional tales of the cleverness of the mousedeer, which outwits its larger and stronger opponent and so earns the respect of the people.  This is most likely a __language__Malay__ loan distribution."
30516,mouth,,Loan,"Borrowing from __language__Malay__, or possibly just a chance resemblance."
30240,move rhythmically,*tiŋkaq ‘move rhythmically’,Loan,"The western Indonesian forms appear to be loanwords from __language__Malay__, and the resemblance of the __language__Tagalog__ word to these is best attributed to chance.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tiŋkaq_ ‘move rhythmically’ (_sich rhythmisch bewegen_)."
29686,muddy,,Loan,Borrowing from __language__Malay__.
29841,mudfish,,Loan,Borrowing from __language__Tagalog__
30697,mushroom variety,,Loan,"Borrowing from __language__Saaroa__ into _Rukai_. [Li (1994:252)](Source#cldf:li1994) recognized __language__Mantauran__ _Ɂunipi_ as a loan from __language__Saaroa__, but until a cognate is found in at least one non-contiguous language I will assume the same for __language__Budai__ _unipi_."
30103,mussel sp.,,Loan,Borrowing from __language__Malay__.
30532,mustard,,Loan,Borrowing of Spanish _mostaza_ ‘mustard’.
29687,mute,,Loan,Borrowing from __language__Malay__.
30646,muzzle for a dog,,Loan,From Spanish _bozal_ ‘muzzle’.
30180,mythical creature that leads people astray,,Loan,Borrowing from __language__Tagalog__.
