ID,Name,Description,Category,Comment,Cognateset_ID,Dempwolff_Etymology
29536,bed,,loan,"Borrowing. Probably a Malayic lexical innovation which diffused to [Maranao](LanguageTable#cldf:331) with the introduction of Islam from Brunei. [Murut (Timugon)](LanguageTable#cldf:1067) _pa-paŋkaw_ 'raised sleeping area' may be unrelated (cf. root &ast;_-kaw_ 'high, tall').",,
30157,"bed: cot, bed",,loan,Borrowing of Spanish _catre_ ‘small bed’.,,
30086,"beetle: coconut beetle, coconut blight",,loan,"Apparently a loanword from [Tagalog](LanguageTable#cldf:423) into [Ilokano](LanguageTable#cldf:279), although the word is phonologically irregular in both [Tagalog](LanguageTable#cldf:423) (where _&ast;-d-_ > _r_), and [Cebuano](LanguageTable#cldf:252) (where &ast;_-d-_ > _l_).",,
29537,beg,,loan,"Borrowing from [Malay](LanguageTable#cldf:326), ultimately from Arabic.",,
29655,behavior: irregular behavior,,loan,Borrowing from [Malay](LanguageTable#cldf:326).,,
29628,"belongings: goods, belongings, things, possessions",,loan,"Borrowing from [Malay](LanguageTable#cldf:326). The term &ast;_baraŋ_ apparently was found in [PMP](LanguageTable#cldf:19081) as a marker of indefiniteness. The meaning 'things, goods, possessions' evidently was a late innovation in western _Indonesia_, which, together with the reduplicated form of the word, was widely disseminated through borrowing from [Malay](LanguageTable#cldf:326).",,
29729,"belt: purse, money belt",,loan,Borrowing from Chinese.,,
30378,belt or belt clasp,,loan,Borrowing from [Malay](LanguageTable#cldf:326).,,
29539,bench,,loan,"Borrowing from Portuguese, Spanish or both.",,
30096,bench,,loan,"Borrowing from [Malay](LanguageTable#cldf:326), ultimately from Tamil.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_kaTil_ ‘bench’.",,*kaTil ‘bench’
30412,bend the head back,,loan,"Probably a [Malay](LanguageTable#cldf:326) loan distribution.  [Dempwolff (1938)](Source#cldf:dempwolff193438) also included [Fijian](LanguageTable#cldf:266) _loŋgat-a_ ‘draw a bow (bend it backward)’.  However, this form contains two phonological irregularities 
and is best treated as unrelated to the forms from western Indonesia.",,
29540,beri beri,,loan,Borrowing from English.,,
30361,"best part: essence, best part",,loan,"Borrowing from [Malay](LanguageTable#cldf:326). [Dempwolff](Source#cldf:dempwolff193438) also included [Tongan](LanguageTable#cldf:434) _matsi_ (= _masi_) ‘essence’, and assigned forms from the three languages to Uraustronesisch &ast;_paTi_ ‘essence’.   I am unable to find an equivalent of the [Tongan](LanguageTable#cldf:434) word in [Churchward (1959)](Source#cldf:churchward1959), and even if it could be found, the sound correspondences are irregular, as Dempwolff himself noted.",,*paTi ‘essence’
30641,"bet, wager in gambling",,loan,From Spanish _apostar_ ‘to bet’.,,
30003,betel pepper,,loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) posited &ast;_siriq_ ‘pepper, betel pepper’, but this comparison is misguided.  [Tagalog](LanguageTable#cldf:423) _síli_, like the similar word in many other Philippine languages ([Ilokano](LanguageTable#cldf:279) _síli_ ‘hot chili pepper: _Capsicum_ sp.’, [Bontok](LanguageTable#cldf:246) _sili_ ‘chili pepper’, [Bikol](LanguageTable#cldf:244) _síli_ ‘chili pepper, hot pepper’,   etc.) is borrowed from Mexican Spanish _chile_, itself a loanword from Nahuatl.  The [Javanese](LanguageTable#cldf:285) form is irregular, and the [Ngaju Dayak](LanguageTable#cldf:18577) word may well be a [Banjarese](LanguageTable#cldf:243) loan.",,"*siriq ‘pepper, betel pepper’"
30034,betel case,,loan,"Borrowing, presumably from [Malay](LanguageTable#cldf:326).",,
29925,betel: plant chewed with betel that invigorates,,loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_gambir_ ‘refreshing’, but it is now clear that this is a loan distribution due to borrowing from [Malay](LanguageTable#cldf:326).  The [Tagalog](LanguageTable#cldf:423) form, which he cited from [Laktaw (1914)](Source#cldf:laktaw1914) does not appear in modern dictionaries.",,*gambir ‘refreshing’
30309,betel nut,,loan,"The history of this word is puzzling.  _A priori_ it appears to be a straightforward comparison pointing to [PAn](LanguageTable#cldf:19072) &ast;_pineŋ_ ‘areca nut’, but since better candidates are available for this meaning a reconstruction is immediately suspect.  The gloss of the [Pazeh](LanguageTable#cldf:375) form explicitly indicates it as a loanword from Minnan Chinese, and since the [Malay](LanguageTable#cldf:326) word appears to be native this raises a question about the direction of borrowing.  The use of betel is not common to Chinese culture as a whole, but is widespread in the Austronesian world, and for this reason it is likely that [Malay](LanguageTable#cldf:326) _pinaŋ_ was borrowed by Hokkien speakers, and transported to Taiwan.  There, for reasons that remain obscure, it replaced the native word for this referent (possibly a reflex of [PAn](LanguageTable#cldf:19072) &ast;_Sawiki_, which is reflected in several divergent Formosan languages).",,
30271,"bewail, lament",,loan,,,
30688,"bewilder, confuse",,loan,"From Spanish _atarantar_ ‘confuse, bewilder’.",,
30590,"bier, frame for holding a coffin",,loan,"Borrowing of Spanish _andás_ ‘hand-barrow, stretcher; bier’.",,
29541,"big, large",,loan,Borrowing from [Malay](LanguageTable#cldf:326).,,
30191,bind tightly,,loan,"Probably identical to [PWMP](LanguageTable#cldf:19094) &ast;_tambej_ ‘tie up, bind tightly’, but with borrowing of the [Malay](LanguageTable#cldf:326) form _tambat_ into the other languages cited here.  [Dempwolff (1938)](Source#cldf:dempwolff193438) posited ‘Uraustronesisch’ &ast;_tambat_ ‘bind tightly’.",,*tambat ‘bind tightly’
30192,binding: cane cord used for heavy binding,,loan,"Probably a loanword from [Malay](LanguageTable#cldf:326), although the unreducted medial clusters in Batak languages are problematic under this interpretation.",,
29542,bird,,loan,Borrowing from [Malay](LanguageTable#cldf:326).,,*buruŋ
29543,bird sp.,,loan,Borrowing from [Malay](LanguageTable#cldf:326).,,
29544,bird sp.,,loan,"[Dempwolff (1934-38)](Source#cldf:dempwolff193438) compared these forms with [Javanese](LanguageTable#cldf:285) _siuŋ_, _ciuŋ_ 'name of a bird' (not in [Pigeaud 1938](Source#cldf:pigeaud1938)) and reached a reconstruction &ast;_iuŋ_ 'name of a bird that imitates sounds' by dismissing the discrepancy in the initial consonant of the [Javanese](LanguageTable#cldf:285) form. Entirely apart from this phonological problem the mynah is not native to island Southeast Asia, and it seems best to simply discard the comparison.",,
30113,bird clapper (to frighten them from fields),,loan,"[Dempwolff](Source#cldf:dempwolff193438)  reconstructed &ast;_kenTuŋ_ ‘bird clapper’, but the highly restricted distribution of this form is best explained as a product of borrowing from [Malay](LanguageTable#cldf:326). I have, moreover, been unable to find the [Javanese](LanguageTable#cldf:285) form he gives in either [Pigeaud (1938)](Source#cldf:pigeaud1938) or [Horne (1974)](Source#cldf:horne1974).  With root [&ast;-tuŋ ](root-acd-r_t.htm#-tuŋ)‘deep resounding sound’.",,*kenTuŋ ‘bird clapper’
30064,Bitter orange Seville orange: Citrus aurantium,,loan,"From Spanish _cajel_ ‘Bitter orange, Seville orange (also called ‘blood orange’), a native of the Mediterranean region that must have been imported into the Philippines directly from Spain, rather than through the usual Mexican route for plants introduced during the Spanish colonial period.",,
30750,black dye,,loan,"From Spanish _tinta_ ‘dye, tint’.",,
30305,blacksmith,,loan,"Borrowing, ultimately from Sanskrit.",,
30537,blanket,,loan,Borrowing of Spanish _manta_ ‘blanket’.,,
29545,bleat,,loan,"Borrowed, or a convergent product of onomatopoeia associated with a borrowed animal. Sheep and goats probably were introduced into the Austronesian world during the Indianization of Southeast Asia. From a point or points of entry in western Indonesia they must have spread northward into the Philippines and eastward into the Lesser Sundas. [Fox, J. (1977:43)](bib-Fox) notes that on Roti and Savu in the Lesser Sundas ""Goats are considered the 'real' or 'native' animal ... and sheep have been assimilated to this category."" This may indicate different times of introduction into island Southeast Asia for the two animals, or different rates of diffusion from a common place and time of initial introduction.",,
29546,blessing,,loan,"Borrowing, ultimately from Arabic.",,
30065,blossom,,loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) proposed &ast;_kambaŋ_ ‘to blossom’ (dbl. &ast;_kembaŋ_, &ast;_kembuŋ_), but his comparison appears to conflate disparate elements.  The [Tagalog](LanguageTable#cldf:423) form can be more convincingly compared with [Malay](LanguageTable#cldf:326) _kəmbaŋ_ ‘expansion; blossoming out; (Java) flower’, [Old Javanese](LanguageTable#cldf:660) _kəmbaŋ_, _kambaŋ_ ‘flower’, məmbaŋ ‘to open, of a flower’, [Javanese](LanguageTable#cldf:285) _kembaŋ_ ‘flower, blossom’, where it seems clearly to be a loanword.  [Ngaju Dayak](LanguageTable#cldf:18577) _kambaŋ_ is almost certainly a [Javanese](LanguageTable#cldf:285) loan.",,*kambaŋ ‘to blossom’
29547,blue,,loan,"Borrowing from [Malay](LanguageTable#cldf:326). Under this interpretation the _d_ of [Mongondow](LanguageTable#cldf:245) _mo-bidu_ presents difficulties, since it would normally be assumed that where variants in _d_, _r_ appear the _d_ variant is historically primary. However, neither [Iban](LanguageTable#cldf:276) _biru_ nor [Malay](LanguageTable#cldf:326) _biru_ can regularly reflect &ast;_bidu_, and for the present it is perhaps best to assume that [Mongondow](LanguageTable#cldf:245) _mo-bidu_ is a result of analogical back-formation from a loanword with _r_. For instances of hypercorrection involving _r_ and _y_ in the history of [Mongondow](LanguageTable#cldf:245) see [Blust (1982)](Source#cldf:blust1982).",,*biru
30202,blunt dull,,loan,"Borrowing from [Malay](LanguageTable#cldf:326). [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tampak_ ‘to blunt, make something dull’ (_abstumpfen_).",,"*tampak ‘to blunt, make something dull’"
29548,boat,,loan,"Borrowing from [Javanese](LanguageTable#cldf:285), with nasalization of a semivowel following a nasal in [Ngaju Dayak](LanguageTable#cldf:18577) (cf. [Dempwolff 1922](bib-Dempwolff)). The comparison of the [Old Javanese](LanguageTable#cldf:660) and [Makassarese](LanguageTable#cldf:325) forms was first made by [Dempwolff (1920:48, #201)](Source#cldf:dempwolff1920).",,
29549,boat,,loan,Borrowing from [Malay](LanguageTable#cldf:326).,,
29550,boat,,loan,Borrowing from a [Greater Central Philippine](https://glottolog.org/resource/languoid/id/grea1284)  language in which &ast;_-d-_ had already become _-r-_.,,
29551,boat,,loan,"Borrowing. Although [Makassarese](LanguageTable#cldf:325) _bintaʔ_ may be borrowed from [Malay](LanguageTable#cldf:326), the association of this term with piracy makes it likely that all of the words cited here derive ultimately from Sama Bajau.",,
30005,boat: Chinese boat,,loan,,,
29552,body,,loan,Borrowing from Arabic through [Malay](LanguageTable#cldf:326).,,*badan
29945,"bolo, machete",,loan,Probably a [Tagalog](LanguageTable#cldf:423) loan.  Any word which implies metallurgy (as opposed to simple knowledge of iron ore) is almost certainly post-[Proto-Philippines](LanguageTable#cldf:19083).,,
29962,"bolo: sword, kris, bolo",,loan,"Since this reconstruction implies the use of metallurgy, the comparison almost certainly is a product of borrowing from [Malay](LanguageTable#cldf:326). It is noteworthy, however, that in areas that developed metallurgy relatively early, as Borneo, this word does not appear, suggesting that it skipped areas in which native smiths were already producing iron tools, and spread from Malay into the Philippines prior to the advent of metallurgy in that archipelago.",,
30114,bolt lock,,loan,"Also [Toba Batak](LanguageTable#cldf:427) _hinsu_ (< met.) ‘closed, locked’.  Borrowing from [Malay](LanguageTable#cldf:326). [Dempwolff (1938)](Source#cldf:dempwolff193438) posited &ast;_kunci_ ‘lock (plug)’.",,"*kunci ‘closed, locked’"
29553,bomb,,loan,,,
29961,"boom of a sail: prop, support, boom of a sail",,loan,"The mid-back vowel in [Javanese](LanguageTable#cldf:285), [Balinese](LanguageTable#cldf:235) and [Sasak](LanguageTable#cldf:404), and the meaning in languages of Mindanao suggest strongly that this comparison is a product of borrowing from [Malay](LanguageTable#cldf:326).",,
30203,bore through,,loan,"Apart from [Iban](LanguageTable#cldf:276) the western Indonesian forms are likely [Malay](LanguageTable#cldf:326) loans, and the resemblance of the [Fijian](LanguageTable#cldf:266) form to the others cited here is best attributed to chance.",,
29569,born: Chinese born in Indonesia,,loan,Borrowing from [Malay](LanguageTable#cldf:326).,,
30323,"boss: master, boss",,loan,"From Spanish _amo_ ‘master of the house; master, employer; proprietor; foreman’.",,
29620,bottle: four-cornered bottle,,loan,,,
30531,boundary marker,,loan,Borrowing of Spanish _mojón_ ‘landmark; signpost; milestone’.,,
30228,box,,loan,Borrowing from [Malay](LanguageTable#cldf:326). [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tinzu_ ‘to box’ (_boxen_).,,*tinzu ‘to box’
30313,"box, fight with fists",,loan,Borrowed from Spanish _puñeta_ ‘a blow with the fist’.,,
30360,box chest,,loan,"Borrowing from [Malay](LanguageTable#cldf:326), but ultimately from Tamil.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed Uraustronesisch &ast;_peTi_ ‘box, chest’.",,"*peTi ‘box, chest’"
29554,brain,,loan,"[Dempwolff (1934-38)](Source#cldf:dempwolff193438) reconstructed &ast;_utak_ (doublet &ast;_utek_) 'brain', but [Malay](LanguageTable#cldf:326) _otak_, _utak_ can reflect either form. [Tagalog](LanguageTable#cldf:423) _útak_ is probably best regarded as a [Kapampangan](LanguageTable#cldf:291) loan and [Javanese](LanguageTable#cldf:285) _utak_ as a borrowing from [Malay](LanguageTable#cldf:326).",,"*utak 'brain',"
30689,breadfruit,,loan,"This etymology is very odd.  Neither [Tagalog](LanguageTable#cldf:423) nor [Cebuano](LanguageTable#cldf:252) has _r-_ in native forms, yet both have it in this word, and if it is a loan the source is unclear.  Moreover, _rímas_ is in competition with &ast;_kamansi(q)_, &ast;_kulu_, and &ast;_qatipulu_, all of which refer to types of breadfruit in Philippine languages.  One possibility is that there were names for several types of both seeded and seedless breadfruit, and that one of these was &ast;_rímas_, which was borrowed into [Tagalog](LanguageTable#cldf:423) and [Cebuano](LanguageTable#cldf:252) after &ast;_r_ had already become /_l_/ in those languages.  The [Aklanon](LanguageTable#cldf:226) form looks like a hypercorrection, but this would only be possible for speakers who realized that most Spanish names of introduced plants were borrowed in their plural forms (as _bayabas_ < Spanish _guayaba_).",,
30222,breaking: sound of breaking,,loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tas_ ‘sound of breaking or tearing’.  Possibly native, but the limited geographical distribution of this onomatopoetic form makes it difficult to confidently attribute it to a language with much time-depth.",,*tas ‘sound of breaking or tearing’
30574,bribe,,loan,Apparently a [Tagalog](LanguageTable#cldf:423) loan in languages outside the Central Philippine group.,,
30717,bridge,,loan,"Presumably a loan, although the direction of borrowing is unclear.  Given traditional technologies this almost certainly refers in all cases to a suspension bridge, or did so until modern times.",,
30204,bright,,loan,A chance resemblance.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tara_ ‘come to light; be bright’.,,*tara ‘come to light; be bright’.
30205,"bright, clear",,loan,The western Indonesian forms appear to be borrowed from [Malay](LanguageTable#cldf:326) the [Tagalog](LanguageTable#cldf:423) form probably has no connection with these.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_teraŋ_ ‘bright’ (_hellsein_).,,*teraŋ ‘bright’
30071,"broth, gravy",,loan,Borrowing from Malay.,,
30060,brown: tree with edible hairy brown fruit: Diospyros discolor,,loan,"Evidently a commercial name in the Philippines reflecting &ast;_ma_- ‘stative’ + &ast;_bulu_ ‘hairy’.  For what is presumably the original name cf, &ast;_kamaguŋ_.",,
29555,"bucket, pail",,loan,"Borrowing, ultimately from Portuguese _balde_ in Indonesia. The similar form in Philippine languages probably was borrowed independently from Spanish.",,
29556,"budge, move slowly",,loan,Borrowing from [Malay](LanguageTable#cldf:326).,,
30106,"buffalo: water buffalo, carabao",,loan,"Borrowing from [Malay](LanguageTable#cldf:326), ultimately from a Mon-Khmer source ([Thurgood 1999:322](Source#cldf:thurgood1999)).  [Kavalan](LanguageTable#cldf:293) has several loanwords from Philippine languages and from Spanish that date to the brief Spanish occupation of the Ilan basin from 1626-1642, during which time they came up from Manila in an attempt to expand their colonial holdings.  The source of [Fijian](LanguageTable#cldf:266) _karavau_ remains unclear.  [Capell (1968:85)](Source#cldf:capell1968) entertains two speculations: 1. “the name came from Vuda, where the people, seeing reddish cattle, called them after the cloth _karavau_”, 2. “probably Eng. _caribou_”.  The second of these appears particularly improbable.",,
30667,Buginese,,loan,"Borrowing, either from [Malay](LanguageTable#cldf:326) or from [Buginese](LanguageTable#cldf:239) itself, although the negative characterizations of Buginese temperament in [Ngaju Dayak](LanguageTable#cldf:18577) and [Kambera](LanguageTable#cldf:678) must be creations in those languages. This item serves to demonstrate the extent to which the Buginese sailors of southern Sulawesi were known for centuries as a result of their trade and other contacts throughout the coastal areas of much of central and eastern Indonesia.",,
29557,bulge out,,loan,"This item appears to be a [Greater Central Philippine](https://glottolog.org/resource/languoid/id/grea1284) innovation which has been borrowed from [Tagalog](LanguageTable#cldf:423) into [Kapampangan](LanguageTable#cldf:291), [Pangasinan](LanguageTable#cldf:920) and [Ilokano](LanguageTable#cldf:279). The similarity of these forms to [Malagasy](LanguageTable#cldf:18432) _vónto_, _vóntona_ and [Javanese](LanguageTable#cldf:285) _butun_ which led Dempwolff to include them in a single cognate set is attributed to chance.",,
30581,bullet,,loan,"The meaning of this form is clearly borrowed, although the form itself may be native, since to date no loan source has been identified.",,
30585,bundle of things to be sold,,loan,"From Spanish _atado_ ‘bundle, parcel’.",,
29558,buoy,,loan,Borrowing from Spanish (Philippine forms) and Portuguese ([Malay](LanguageTable#cldf:326)).,,
30352,burden on the shoulder,,loan,"Borrowing from [Malay](LanguageTable#cldf:326) or [Javanese](LanguageTable#cldf:285). Based on the comparison of [Ngaju Dayak](LanguageTable#cldf:18577), [Malay](LanguageTable#cldf:326), and [Javanese](LanguageTable#cldf:285) [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed Uraustronesisch &ast;_pikul_ ‘burden on the shoulder’ (_Schulterlast_).",,*pikul ‘burden on the shoulder’
30335,burn cuttings in fields,,loan,Probably a [Malay](LanguageTable#cldf:326) loan distribution.  On the basis of this comparsion [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed Uraustronesisch &ast;_pe(rR)un_ ‘burning off when clearing a field’ (_Abbrennen beim Roden eines Felde_s).,,*pe(rR)un ‘burning off when clearing a field’
30150,"burst: flare up, burst into flame",,loan,,,
29670,"bush: machete, bush knife",,loan,"The Philippine forms and many others ([Melanau (Mukah)](LanguageTable#cldf:349), [Toba Batak](LanguageTable#cldf:427), [Rembong](LanguageTable#cldf:391), possibly [Ngaju Dayak](LanguageTable#cldf:18577)) appear to be loans from [Malay](LanguageTable#cldf:326). [Maranao](LanguageTable#cldf:331) _paraŋ_ 'hand trowel, weeding tool' is assumed to be a semantically altered loan or a chance resemblance.",,
30084,butt of a rifle,,loan,"Borrowed from Spanish _culata_ ‘butt, stock (of rifle, etc.)’.",,
30132,butterfly,,loan,Borrowing from [Malay](LanguageTable#cldf:326) or [Javanese](LanguageTable#cldf:285).,,
29831,button,,loan,"The Philippine forms are borrowed from Spanish _botones_ ‘buttons’, the Indonesian forms from Portuguese.",,
30155,"cacao, Theobroma cacao L.",,loan,"From Spanish _cacao_, introduced by the colonial Spanish from Mexico, and itself a loan from Nahuatl.",,
29832,cajole,,loan,Borrowing from [Malay](LanguageTable#cldf:326).,,
29739,cake: rice cake,,loan,Borrowing from Tamil. The forms in [Maranao](LanguageTable#cldf:331) and [Tiruray](LanguageTable#cldf:433) suggest borrowing through an intermediate language in which final _-m_ became a velar nasal. The most plausible candidates for a loan source thus appear to be [Buginese](LanguageTable#cldf:239) or [Makassarese](LanguageTable#cldf:325).,,
29740,cake: rice cake,,loan,"Borrowing, most likely from [Malay](LanguageTable#cldf:326). Under this hypothesis the consistent partial reduplication in Philippine forms is unexplained, but no borrowing hypothesis in the other direction appears plausible.",,
29559,calf,,loan,Borrowing into [Casiguran Dumagat](LanguageTable#cldf:569) from [Tagalog](LanguageTable#cldf:423).,,
29560,"call (v.), summon (spirits)",,loan,"Borrowing. Apparently a _Malayo-Chamic_ innovation which has spread to [Kadazan Dusun](LanguageTable#cldf:287), [Ngaju Dayak](LanguageTable#cldf:18577), the Batak languages, and [Javanese](LanguageTable#cldf:285).",,*paŋgil
29797,"Cananga: tree sp., Cananga odorata",,loan,Borrowing from some Philippine language into [Palauan](LanguageTable#cldf:372).,,
30736,candle,,loan,From Spanish _candela_ ‘candle’.,,
29636,"canoe: gunwale, side plank on canoe",,loan,Borrowing from [Sangir](LanguageTable#cldf:402).,,
30392,canvas,,loan,Borrowing of Spanish _lona_ ‘canvas’.,,
30115,cap,,loan,Borrowing from Malay.,,
30211,cape: peninsula cape,,loan,"Borrowing from [Malay](LanguageTable#cldf:326). [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tanzuŋ_ ‘peninsula, cape’ (_Halbinsel, Kap_).",,"*tanzuŋ ‘peninsula, cape’"
29715,cards: playing cards,,loan,"Borrowing, probably from [Makassarese](LanguageTable#cldf:325). [van der Veen (1940)](Source#cldf:vanderveen1940) considers the [Tae'](LanguageTable#cldf:18947) word a borrowing of [Buginese](LanguageTable#cldf:239) _ujaŋ_, but if so the phonetic discrepancy between these forms and the agreement of the [Tae'](LanguageTable#cldf:18947) and [Ngaju Dayak](LanguageTable#cldf:18577) forms remains unexplained. Although the referent of this term is a European introduction, the word itself appears to be native, evidently reflecting &ast;_buyaŋ_ 'bark cloth?'.",,
29561,"careful, cautious",,loan,"Borrowing, ultimately from Arabic.",,
30430,"caress, cuddle",,loan,Borrowing from [Tagalog](LanguageTable#cldf:423).,,
30116,carpenter’s plane,,loan,"Also [Toba Batak](LanguageTable#cldf:427) _otom_ ‘wood plane’, _maŋ-otom_ ‘to plane wood’, [Tae'](LanguageTable#cldf:18947) _gattaŋ_ ‘to plane wood’, [Muna](LanguageTable#cldf:350) _hatamu_ ‘(carpenter’s) plane’.  Borrowing from [Malay](LanguageTable#cldf:326). In Philippine languages this presumably began with [Tagalog](LanguageTable#cldf:423), from whence it spread to several other coastal languages, including [Ilokano](LanguageTable#cldf:279), and from [Ilokano](LanguageTable#cldf:279) it was borrowed into various of the mountain languages of northern Luzon.  [Dempwolff (1938)](Source#cldf:dempwolff193438) posited &ast;_keTem_ ‘wood plane’, and included [Javanese](LanguageTable#cldf:285) _keṭem_ in this meaning, but I am unable to locate such a term either in modern [Javanese](LanguageTable#cldf:285) ([Pigeaud 1938](Source#cldf:pigeaud1938), [Horne 1974](Source#cldf:horne1974)), or in [Old Javanese](LanguageTable#cldf:660) ([Zoetmulder 1982](Source#cldf:zoetmulder1982)).",,*keTem ‘wood plane’
30057,cashew,,loan,"Evidently a loan, since the cashew is native to northeast Brazil, and must have been introduced into the Philippines during Spanish colonial rule.",,
30133,"casket, coffin",,loan,Borrowing from [Tagalog](LanguageTable#cldf:423).,,
29562,cassava manioc,,loan,"Borrowing from Malay.  Cassava presumably was introduced to Southeast Asia by the Portuguese, as it is indigenous to the Amazonian region.  Why the Malay name suggests a derivation from Bengal remains unclear. The manioc is an Amazonian plant, and presumably was brought to Asia by the Portuguese. The present comparison suggests that it first reached India, then Malaya before Malay merchants introduced it into the southern Philippines.",,
30148,cassowary,,loan,"A much longer, but geographically more restricted version of this comparison was proposed by [Clark (2011:288)](Source#cldf:clark2011), who --- following earlier work by [Milke (1965)](Source#cldf:milke1965) posited [PCEMP](LanguageTable#cldf:19074) &ast;_kasawari_ ‘cassowary’, [POc](LanguageTable#cldf:19082) &ast;_kasuari_ ‘dwarf cassowary’.  However, the history of this term is unclear.  Austronesian speakers would not have encountered the cassowary until they reached New Guinea and the Bismarck archipelago, yet reflexes of this form are found far to the west of the Wallace Line, suggesting a later spread of the word through trade.  Even the Oceanic forms that Clark has assembled as support for his reconstruction are wildly irregular, suggesting an equally complex history of borrowing.",,
30051,castrated,,loan,Borrowing from [Malay](LanguageTable#cldf:326).,,
30625,castrated₂,,loan,"Borrowing of Spanish _capón_ ‘eunuch, gelding’.",,
29798,"Casuarina: tree sp., Casuarina equisetifolia",,loan,"[Dempwolff (1934-38)](Source#cldf:dempwolff193438) assigned these two forms to &ast;_eRu_ 'name of a tree'. However, [Malay](LanguageTable#cldf:326) _eru_ regularly reflects &ast;_aRuhu_ (q.v.), and [Toba Batak](LanguageTable#cldf:427) _oru_ clearly is a borrowing of the [Malay](LanguageTable#cldf:326) form with the normal phonological adjustment made in the assimilation of non-native words with shwa.",,*eRu 'name of a tree'
30310,"cat, Felis domesticus",,loan,"It is unclear when domestic cats first reached insular Southeast Asia, and it is possible that this word originally referred to a native animal.  If so, however, the word has been transferred almost everywhere to the domestic cat, and it is clearly a loanword in at least [Tagalog](LanguageTable#cldf:423) and [Tetun](LanguageTable#cldf:1060).",,
30149,catty (unit of weight for foodstuffs),,loan,Borrowing from [Malay](LanguageTable#cldf:326).,,
30355,"caulking: mortar, caulking",,loan,"Also [Balinese](LanguageTable#cldf:235) _pijar_ ‘borax, solder’.  Borrowing from [Malay](LanguageTable#cldf:326). Based on the comparison of [Tagalog](LanguageTable#cldf:423), [Ngaju Dayak](LanguageTable#cldf:18577), [Malay](LanguageTable#cldf:326), [Toba Batak](LanguageTable#cldf:427) and [Javanese](LanguageTable#cldf:285) [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed Uraustronesisch &ast;_pizer_ ‘paste, solder’.",,"*pijer ‘paste, solder’"
29697,"cause: origin, cause, provided that",,loan,"Borrowing, ultimately from Arabic.",,
30494,"caustic soda: lye, caustic soda",,loan,Borrowing of Spanish _lejia_ ‘lye’.,,
30085,ceiling of a house,,loan,"Almost certainly a borrowing of Mexican Spanish _zaquisamé_ 'loft, upper floor', which itself may have originated in Arabic _saqf fi [as]samā’_ ‘roof in the sky’, with the meaning in Spanish of ‘attic’ or ‘a small room, not very clean, and disorderly’.  I am much indebted to Lyle Campbell for running this down for me over a period of two days, during which time the source became increasingly clearer as more information was collected.",,
30026,"celebrate: exult, celebrate (as a victory)",,loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) posited &ast;_surak_ ‘to exult, cheer, celebrate’, but the relationship of the [Tagalog](LanguageTable#cldf:423) and [Samoan](LanguageTable#cldf:401) forms to the others cited here is open to question, the [Malagasy](LanguageTable#cldf:18432) form appears to reflect &ast;_kurak_, and the remaining forms could be products of borrowing from [Malay](LanguageTable#cldf:326).",,"*surak ‘to exult, cheer, celebrate’"
29883,"ceremonially: defiled, ritually polluted, ceremonially unclean",,loan,"[Dempwolff](Source#cldf:dempwolff193438) reconstructed &ast;_cemeD_ ‘impure’, but there is little evidence for such a proto-form outside of [Malay](LanguageTable#cldf:326), [Javanese](LanguageTable#cldf:285) and languages that have borrowed from either or both of these.  The cognation of the [Toba Batak](LanguageTable#cldf:427) form with the others appears doubtful, and the proposed connection of the Oceanic forms to these is completely unconvincing, making this comparison partly attributable to borrowing and partly to chance.  The evidence for &ast;_-D_ was based entirely on the second [Javanese](LanguageTable#cldf:285) form, which contains an unexplained stem-internal _/r/_.",,*cemeD ‘impure’
30229,certain,,loan,"The western Indonesian forms appear to be loanwords from [Malay](LanguageTable#cldf:326) or [Javanese](LanguageTable#cldf:285), and the resemblance of the [Tagalog](LanguageTable#cldf:423) word to these is best attributed to chance.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ _&ast;te(n)tu_ ‘certain’ (_sicherlich_).",,*te(n)tu ‘certain’
29563,chair,,loan,Borrowing from Spanish.,,
30217,chair: sedan chair,,loan,Borrowing from [Malay](LanguageTable#cldf:326). [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tanDu_ ‘sedan chair’ (_Tragstuhl_).,,*tanDu ‘sedan chair’
